"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 03, 2016","193.04","193.00","193.98","192.52","25.02K","-0.04%"
"Aug 02, 2016","193.12","195.88","196.00","192.42","42.12K","-1.53%"
"Aug 01, 2016","196.12","197.20","197.22","195.78","22.87K","-0.47%"
"Jul 29, 2016","197.04","194.68","197.94","194.00","33.40K","0.59%"
"Jul 28, 2016","195.88","195.44","196.30","194.94","25.92K","0.43%"
"Jul 27, 2016","195.04","192.20","195.62","191.32","31.57K","1.49%"
"Jul 26, 2016","192.18","192.82","194.14","191.96","25.51K","-0.21%"
"Jul 25, 2016","192.58","191.34","192.86","190.38","21.81K","0.88%"
"Jul 22, 2016","190.90","191.08","192.50","189.58","27.32K","0.63%"
"Jul 21, 2016","189.70","189.40","190.92","187.98","40.09K","0.03%"
"Jul 20, 2016","189.64","190.42","191.28","189.08","25.63K","-0.43%"
"Jul 19, 2016","190.46","190.72","191.68","189.98","25.18K","0.25%"
"Jul 18, 2016","189.98","190.22","190.84","189.70","26.04K","0.22%"
"Jul 15, 2016","189.56","192.00","192.38","189.18","24.07K","-1.04%"
"Jul 14, 2016","191.56","193.46","193.52","190.36","38.21K","-1.26%"
"Jul 13, 2016","194.00","192.04","194.42","191.42","33.67K","1.07%"
"Jul 12, 2016","191.94","195.04","195.04","190.88","39.74K","-1.82%"
"Jul 11, 2016","195.50","196.14","197.24","195.04","23.61K","-0.35%"
"Jul 08, 2016","196.18","196.10","196.98","194.72","26.20K","0.37%"
"Jul 07, 2016","195.46","196.80","197.04","194.40","37.90K","-0.58%"
"Jul 06, 2016","196.60","197.56","198.86","196.12","35.83K","-0.19%"
"Jul 05, 2016","196.98","195.10","197.72","194.90","32.67K","1.38%"
"Jul 04, 2016","194.30","195.10","195.10","193.58","14.21K","-0.16%"
"Jul 01, 2016","194.62","192.74","196.90","191.70","42.13K","-0.79%"
"Jun 30, 2016","196.16","194.30","196.76","189.38","60.12K","0.50%"
"Jun 29, 2016","195.18","194.06","195.58","193.38","36.39K","0.46%"
"Jun 28, 2016","194.28","195.18","195.70","192.92","38.03K","-0.29%"
"Jun 27, 2016","194.84","191.78","195.82","191.72","45.39K","1.80%"
"Jun 24, 2016","191.40","196.28","198.22","190.00","43.23K","4.62%"
"Jun 23, 2016","182.94","185.06","186.04","181.74","44.90K","-1.01%"
"Jun 22, 2016","184.80","185.08","186.00","184.30","45.72K","-0.32%"
"Jun 21, 2016","185.40","185.46","185.98","183.80","38.51K","0.24%"
"Jun 20, 2016","184.96","186.96","187.06","184.76","41.46K","-1.38%"
"Jun 17, 2016","187.54","189.28","189.62","187.16","44.71K","-1.60%"
"Jun 16, 2016","190.58","189.50","191.36","189.02","40.85K","1.06%"
"Jun 15, 2016","188.58","187.96","189.32","187.24","38.58K","-0.02%"
"Jun 14, 2016","188.62","186.16","189.24","185.80","51.31K","1.59%"
"Jun 13, 2016","185.66","187.68","188.26","185.38","47.18K","-0.90%"
"Jun 10, 2016","187.34","185.76","187.84","185.74","38.29K","1.00%"
"Jun 09, 2016","185.48","184.26","186.24","184.16","48.01K","6.90%"
"Jun 08, 2016","173.50","173.00","174.10","172.98","5.53K","0.23%"
"Jun 07, 2016","173.10","171.80","173.28","171.56","30.77K","0.74%"
"Jun 06, 2016","171.82","172.18","172.60","171.58","83.50K","-0.08%"
"Jun 03, 2016","171.96","169.68","172.56","169.54","118.25K","1.27%"
"Jun 02, 2016","169.80","168.98","170.06","168.34","84.01K","0.53%"
"Jun 01, 2016","168.90","168.80","169.54","168.52","51.50K","0.34%"
"May 31, 2016","168.32","167.46","168.86","166.84","51.16K","0.54%"
